sample_id,material,SiO2,TiO2,Al2O3,FeO,Fe2O3,FeOT,MnO,MgO,CaO,Na2O,K2O,P2O5,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Ba,Be,Co,Cr,Cs,Cu,Ga,Hf,K,Li,Mo,Nb,Ni,Pb,Rb,Sc,Sn,Sr,Ta,Th,Ti,U,V,Y,Zn,Zr,Sr87_Sr86,Nd143_Nd144,Pb206_Pb204,Pb207_Pb204,Pb208_Pb204,latitude,longitude,elevation,tectonic_setting,station,expedition,sampling technique,rock type,alteration,reference,method
ALV1649-002B,whole rock,51.8,1.81,13.7,,,13.9,0.08,6.6,9.46,3.23,0.15,0.39,13,,,,,,,,,,,,,,13,,,126,,2520,,,,,,,92,,1,,,53.2,,,,,630,,290,,0.707362,,,,,0.752,-85.843,-2547,SPREADING_CENTER;GALAPAGOS SPREADING CENTER,ALV1649-002,ALVIN 1649,submersible,"basalt, basalt, ",f(ref-806);e(ref-760);a(ref-805);,"Embley,1988(805); Perfit,1998(806); Ridley,1994(760)",EMP(3108); ICPAE(3107); ICPAE(3113); MS(2700); MS-ID(2699); MS-ID(3090)
ALV1649-002C,whole rock,44.7,2.77,15.1,,,15.2,0.08,7.14,2.76,1.62,0.02,0.27,10,,,,,,,,,,,,,,12,,,109,,1428,,,,,,,70,,,,,13.8,,,,,520,,380,,0.706589,,,,,0.752,-85.843,-2547,SPREADING_CENTER;GALAPAGOS SPREADING CENTER,ALV1649-002,ALVIN 1649,submersible,"basalt, basalt, ",f(ref-806);a(ref-805);,"Embley,1988(805); Perfit,1998(806)",ICPAE(3107); ICPAE(3113); ICPAE(3114); MS(2700); MS-ID(2699)
ALV1649-002D,whole rock,43.3,6.39,18.5,,,16.9,0.08,11.2,1.11,2.56,0.29,0.74,21,,,,,,,,,,,,,,185,,,58,,17400,,,,,,,110,,,,,19.4,,,,,740,,210,,0.708262,,18.57,15.52,38.14,0.752,-85.843,-2547,SPREADING_CENTER;GALAPAGOS SPREADING CENTER,ALV1649-002,ALVIN 1649,submersible,"basalt, basalt, ",f(ref-806);a(ref-805);,"Embley,1988(805); Perfit,1998(806)",ICPAE(3107); ICPAE(3113); ICPAE(3114); MS(2700); MS(2702); MS-ID(2699)
ALV1649-002E,whole rock,38.1,4.15,20.2,,,19.4,0.11,10.5,2.54,1.99,0.14,1.42,35,,,,,,,,,,,,,,63,,,15,,3150,,,,,,,26,,,,,34.8,,,,,300,,240,,0.707647,,,,,0.752,-85.843,-2547,SPREADING_CENTER;GALAPAGOS SPREADING CENTER,ALV1649-002,ALVIN 1649,submersible,"basalt, basalt, ",f(ref-806);a(ref-805);,"Embley,1988(805); Perfit,1998(806)",ICPAE(3107); ICPAE(3113); ICPAE(3114); MS(2700); MS-ID(2699)
ALV1651-002,glass,50.25,2.36,12.86,,,14.41,,5.62,10.18,2.46,0.13,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.751,-85.838,-2523,SPREADING_CENTER;GALAPAGOS SPREADING CENTER,ALV1651-002,ALVIN 1651,submersible,"basalt, basalt, ",f(ref-805);m(ref-806);e(ref-760);,"Melson,(1086)",EMP(3262)
ALV1651-002,whole rock,51.5,2.71,12.3,,,15.4,0.36,5.28,9.7,2.55,0.19,0.37,9.2,26,,27,7.4,2.5,11,,13,,,,8.1,,50,,,60,,82,,,,,,,60,,4.1,,,80.3,,,,,420,78,170,,0.703324,,18.57,15.48,38.05,0.751,-85.838,-2523,SPREADING_CENTER;GALAPAGOS SPREADING CENTER,ALV1651-002,ALVIN 1651,submersible,"basalt, basalt, ",f(ref-805);m(ref-806);e(ref-760);,"Embley,1988(805); Perfit,1998(806); Ridley,1994(760)",ICPAE(3107); ICPMS(2696); MS(2700); MS(2702); MS-ID(2699); MS-ID(3090)
ALV1651-005B,whole rock,56.6,2.01,10.7,,4.2,15.7,0.27,2.04,6.8,3.34,0.22,0.81,,,,,,,,,,,,,18,,,2,,14,,33,,,,,,22,13,,4.3,,,88.7,,,,,51,204,240,569,0.702986,,,,,0.75,-85.837,-2520,SPREADING_CENTER;GALAPAGOS SPREADING CENTER,ALV1651-005,ALVIN 1651,submersible,"basalt, basalt, ",m(ref-806);e(ref-760);,"Perfit,1998(806); Ridley,1994(760)",ICPAE(2692); MS(2700); MS-ID(2699); MS-ID(3090); NN(2693); XRF(2695)
ALV1652-0010,glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.4,,,,,,,,,0.702511,,,,,0.82,-85.95,-2613,SPREADING_CENTER;GALAPAGOS SPREADING CENTER,ALV1652-010,ALVIN 1652,submersible,"basalt, basalt, ",fresh,"Perfit,1998(806)",MS(2700); MS-ID(2699)
ALV1652-0010,whole rock,50.4,1.63,14,,,12.2,0.21,6.83,10.8,2.22,0.14,0.15,3.9,11,,14,4.1,1.5,6.6,,8,,,,4.7,,,0.8,,99,,86,,,,,,,62,,3.1,,,72.4,,,,,390,44,94,113,,,,,,0.82,-85.95,-2613,SPREADING_CENTER;GALAPAGOS SPREADING CENTER,ALV1652-010,ALVIN 1652,submersible,"basalt, basalt, ",fresh,"Perfit,1998(806)",ICPAE(2692); ICPMS(2696); XRF(2695)
ALV1652-0011,glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,,,,,,,,0.702568,,,,,0.82,-85.95,-2613,SPREADING_CENTER;GALAPAGOS SPREADING CENTER,ALV1652-011,ALVIN 1652,submersible,"basalt, basalt, ",fresh,"Perfit,1998(806)",MS(2700); MS-ID(2699)
ALV1652-0011,whole rock,52.8,1.72,13.6,,2.3,12.7,0.22,7.01,11.1,2.32,0.16,0.14,3.6,11,,14,3.9,1.4,6.3,,7.8,,,,4.6,,,0.5,,110,,80,,,,,,,65,,,,,,,,,,420,43,120,,,,,,,0.82,-85.95,-2613,SPREADING_CENTER;GALAPAGOS SPREADING CENTER,ALV1652-011,ALVIN 1652,submersible,"basalt, basalt, ",fresh,"Perfit,1998(806)",ICPAE(2692); ICPMS(2696); NN(2693)
ALV1652-0012,glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.8,,,,,,,,,0.702722,,,,,0.76,-85.84,-2640,SPREADING_CENTER;GALAPAGOS SPREADING CENTER,ALV1652-012,ALVIN 1652,submersible,"basalt, basalt, ",fresh,"Perfit,1998(806)",MS(2700); MS-ID(2699)
ALV1652-0012,whole rock,51.9,1.65,13.5,,1.3,12,0.22,7.08,11.1,2.55,0.2,0.17,3.3,11,,13,3.7,1.4,6,,7.4,,,,4.4,,6,0.5,,119,,79,,,664,,,,71,,,,,,,,10551,,403,41,120,,,,,,,0.76,-85.84,-2640,SPREADING_CENTER;GALAPAGOS SPREADING CENTER,ALV1652-012,ALVIN 1652,submersible,"basalt, basalt, ",fresh,"Perfit,1998(806)",ICPAE(2692); ICPMS(2696); NN(2693); XRF(2695)
ALV1654-005,whole rock,56.7,1.96,9.65,,,20.5,0.09,2.91,0.65,0.57,0.12,0.48,16,,,,,,,,,,,,,,12,,,12,,492,,,,,,,14,,0.6,,,14.6,,,,,140,,,,0.708235,,,,,0.752,-85.842,-2548,SPREADING_CENTER;GALAPAGOS SPREADING CENTER,ALV1654-005,ALVIN 1654,submersible,"basalt, basalt, ",f(ref-806);e(ref-760);a(ref-805);,"Embley,1988(805); Perfit,1998(806); Ridley,1994(760)",ICPAE(3107); ICPAE(3113); ICPAE(3114); MS(2700); MS-ID(2699); MS-ID(3090)
ALV1654-008-A,whole rock,33.8,3.36,17.5,,,22.2,0.11,11.3,0.22,0.93,0.07,0.32,7,,,,,,,,,,,,,,27,,,102,,2055,,,,,,,73,,,,,,,,,,660,,150,,0.707922,,18.57,15.51,38.19,0.752,-85.843,-2540,SPREADING_CENTER;GALAPAGOS SPREADING CENTER,ALV1654-008,ALVIN 1654,submersible,"basalt, basalt, ",f(ref-806);a(ref-805);,"Embley,1988(805); Perfit,1998(806)",ICPAE(3107); ICPAE(3113); ICPAE(3114); MS(2700); MS(2702)
ALV1654-008-B,whole rock,68,2.64,11.6,,,10.9,0.05,2.89,0.86,0.95,0.18,0.59,22,,,,,,,,,,,,,,13,,,20,,,,,,,,,15,,1.3,,,18.7,,,,,220,,615,,0.707309,,,,,0.752,-85.843,-2540,SPREADING_CENTER;GALAPAGOS SPREADING CENTER,ALV1654-008,ALVIN 1654,submersible,"basalt, basalt, ",f(ref-806);e(ref-760);a(ref-805);,"Embley,1988(805); Perfit,1998(806); Ridley,1994(760)",ICPAE(3113); ICPAE(3114); MS(2700); MS-ID(2699); MS-ID(3090)
ALV1654-008-C,whole rock,64.4,2.34,11.5,,,12.6,0.06,3.09,0.77,0.74,0.13,0.61,23,,,,,,,,,,,,,,12,,,12,,4600,,,,,,,15,,0.8,,,18,,,,,205,,630,,0.708908,,18.16,15.51,37.91,0.752,-85.843,-2540,SPREADING_CENTER;GALAPAGOS SPREADING CENTER,ALV1654-008,ALVIN 1654,submersible,"basalt, basalt, ",f(ref-806);e(ref-760);a(ref-805);,"Embley,1988(805); Perfit,1998(806); Ridley,1994(760)",ICPAE(3107); ICPAE(3113); ICPAE(3114); MS(2700); MS(2702); MS-ID(2699); MS-ID(3090)
ALV1654-008-L,whole rock,70,2.33,11,,,10.4,0.04,2.41,0.47,0.78,0.17,0.37,28,,,,,,,,,,,,,,13,,,12,,,,,,,,,28,,1,,,13.1,,,,,190,,690,,0.708391,,,,,0.752,-85.843,-2540,SPREADING_CENTER;GALAPAGOS SPREADING CENTER,ALV1654-008,ALVIN 1654,submersible,"basalt, basalt, microlitic texture preserved; cryptocrystalline matrix crossed by sub-mm veins of silica, coarsening in places to birefringent cristobalite accompanied by smectite, pyrite, chalcopyrite, and minor sphalerite",f(ref-806);e(ref-760);a(ref-805);,"Embley,1988(805); Perfit,1998(806); Ridley,1994(760)",ICPAE(3113); ICPAE(3114); MS(2700); MS-ID(2699); MS-ID(3090)
ALV1655-001B,whole rock,31.6,4.29,20.3,,,17.8,0.11,8.96,1.64,1.52,0.15,1.44,29,,,,,,,,,,,,,,82,,,5,,712,,,,,,,22,,,,,37,,,,,330,,205,,0.7075,,,,,0.817,-85.95,-2583,SPREADING_CENTER;GALAPAGOS SPREADING CENTER,ALV1655-001,ALVIN 1655,submersible,"basalt, basalt, ",f(ref-806);m(ref-805);,"Embley,1988(805); Perfit,1998(806)",ICPAE(3107); ICPAE(3113); ICPAE(3114); MS(2700); MS-ID(2699)
ALV1649-002C-A,whole rock,40.51,3.45,19.66,,,15.18,0.03,9.12,0.89,1.05,0.15,0.02,5.5,14.8,2.2,13.1,4.4,0.9,7,1.5,10,2.3,6.6,0.9,7.1,,2,0.3,129,107,,6001,,7.3,,7.5,7,9.5,50,13.8,0.7,55,,14,0.7,,,2.6,582,58,94,,0.706589,,,,,0.752,-85.843,-2547,SPREADING_CENTER;GALAPAGOS SPREADING CENTER,ALV1649-002,ALVIN 1649,submersible,"basalt, basalt, ",extensively altered,"Ridley,1994(760)",EMP(3081); ICPAE(3085); ICPMS(3086); MS(3088); MS-ID(3090)
ALV1649-002C-B,whole rock,45.26,3.94,21.93,,,14.75,0.04,9.6,0.52,1.05,0.12,0.02,7.8,19.8,2.8,14.6,4.4,1.3,6.6,1.2,8.9,1.9,5.9,0.8,6,,5,0.5,38,94,,925,,5.4,,9.5,2,7.7,48,13.7,0.6,42,,27,0.5,,,1.1,453,48,86,,0.70455,,,,,0.752,-85.843,-2547,SPREADING_CENTER;GALAPAGOS SPREADING CENTER,ALV1649-002,ALVIN 1649,submersible,"basalt, basalt, ",extensively altered,"Ridley,1994(760)",EMP(3081); ICPAE(3085); ICPMS(3086); MS(3088); MS-ID(3090)
ALV1649-002C-C,whole rock,48.89,2.78,16.28,,,11.35,0.02,7.75,4.03,2.72,0.05,0.01,8.9,22.2,3,15.2,4,1.2,5.1,1,7.4,1.7,5.1,0.7,5.1,,7,0.6,60,120,,360,,5.2,,8.7,1,7.8,67,26.5,0.8,50,,46,0.5,,,1.4,533,48,105,,0.704088,,,,,0.752,-85.843,-2547,SPREADING_CENTER;GALAPAGOS SPREADING CENTER,ALV1649-002,ALVIN 1649,submersible,"basalt, basalt, ml of plag, fresh plag-pc (an66-64), completely altered plag-cpx-gc, in a feathery- and fasciculate-textured matrix",extensively altered,"Ridley,1994(760)",EMP(3081); ICPAE(3085); ICPMS(3086); MS(3088); MS-ID(3090)
ALV1649-002C-W,whole rock,56.46,3.61,21.4,,,1.81,0.02,3.16,3.17,2.26,0.17,,7.5,17.5,2.4,12.8,4.3,1.4,6.6,1.2,8.7,1.9,5.6,0.8,6.4,,13,0.7,45,94,,1851,,6.6,,11.6,1,8.8,46,4.2,0.8,48,,86,0.6,,,0.5,490,47,785,,0.703659,,,,,0.752,-85.843,-2547,SPREADING_CENTER;GALAPAGOS SPREADING CENTER,ALV1649-002,ALVIN 1649,submersible,"basalt, basalt, ",totally altered,"Ridley,1994(760)",EMP(3081); ICPAE(3085); ICPMS(3086); MS(3088); MS-ID(3090)
ALV1649-002E-A,whole rock,35.93,4.83,26.19,,,10.73,0.03,10.05,3.85,3.98,0.05,,18.7,50.8,7.9,43.6,14.3,3.3,210.4,3.9,26.6,5.6,17.1,2.6,17.9,,43,0.5,32,8,,688,,21,,10,8,25,7,18.1,1.2,44,,34.8,1.2,,,3.1,258,190,124,,0.707647,,,,,0.752,-85.843,-2547,SPREADING_CENTER;GALAPAGOS SPREADING CENTER,ALV1649-002,ALVIN 1649,submersible,"basalt, basalt, igneous texture pseudomorphically preserved",totally altered,"Ridley,1994(760)",EMP(3081); ICPAE(3085); ICPMS(3086); MS(3088); MS-ID(3090)
ALV1649-002E-B,whole rock,45.64,4.38,20.26,,,7.3,0.01,9.85,3.5,2.78,0.03,,19.7,52.5,7.9,44.2,13.6,3.6,18.6,3.5,24.2,54.3,15.7,2.4,16.6,,18,0.8,37,6,,8478,,18.4,,9.7,1,24,8,17.4,0.4,42,,81,1.1,,,1.8,219,186,116,,0.704415,,,,,0.752,-85.843,-2547,SPREADING_CENTER;GALAPAGOS SPREADING CENTER,ALV1649-002,ALVIN 1649,submersible,"basalt, basalt, ",totally altered,"Ridley,1994(760)",EMP(3081); ICPAE(3085); ICPMS(3086); MS(3088); MS-ID(3090)
ALV1649-002E-C,whole rock,44.9,3.85,18.64,,,7.45,0.02,11.8,3.47,3.13,0.05,,23.7,62.5,9.5,53.6,16.1,4,22.1,4.2,28,6.1,18.5,2.8,19.1,,26,0.9,38,8,,5764,,21.9,,5.8,1,21,8,28.9,0.2,44,,91.5,1.4,,,2.1,227,192,441,,0.704261,,,,,0.752,-85.843,-2547,SPREADING_CENTER;GALAPAGOS SPREADING CENTER,ALV1649-002,ALVIN 1649,submersible,"basalt, basalt, igneous texture freshly preserved; 25% small lath-shaped and swallow-tailed plag (an34-31) in dark-brown cryptocrystalline matrix; 15-20% acicular chlorite aggregates (altered acicular cpx); 5-8% euhedral to subhedral pyrite grains in gm + micron-sized ru",extensively altered,"Ridley,1994(760)",EMP(3081); ICPAE(3085); ICPMS(3086); MS(3088); MS-ID(3090)
ALV1655-001B-G,whole rock,33.77,5.36,24.26,,,7.65,0.07,12.08,1.73,3.78,0.05,,7.6,21.8,3.4,20.1,7.1,2.7,10.9,2.1,14.2,3,9.2,1.5,10.2,,5,0.2,9,14,,224,,12.3,,5.4,1,13,7,7.8,0.6,19,,22,1.3,,,2,113,95,65,,0.708415,,,,,0.817,-85.95,-2583,SPREADING_CENTER;GALAPAGOS SPREADING CENTER,ALV1655-001,ALVIN 1655,submersible,"basalt, basalt, ",totally altered,"Ridley,1994(760)",EMP(3081); ICPAE(3085); ICPMS(3086); MS(3088); MS-ID(3090)
ALV1655-001B-W,whole rock,36.55,4.91,26.16,,,3.26,0.01,8.06,2.62,4.02,0.49,,17,48.5,7.8,45.5,15.4,5.1,21.6,4.1,28.1,6.1,17.8,2.7,18.5,,104,0.3,23,12,,130,,21,,2.6,6,20,6,20.8,2.8,38,,53,1.3,,,6.2,196,169,52,,0.706674,,,,,0.817,-85.95,-2583,SPREADING_CENTER;GALAPAGOS SPREADING CENTER,ALV1655-001,ALVIN 1655,submersible,"basalt, basalt, ",extensively altered,"Ridley,1994(760)",EMP(3081); ICPAE(3085); ICPMS(3086); MS(3088); MS-ID(3090)

PETDB petdb.ldeo.columbia.edu

REFERENCES:,,,,,,,,,,,
REF_NUM(PETDB),authors,year,title,journal,vol.,issue,page from,page to,book title,book editors,publisher
3,"VERMA, S P; SCHILLING, J G",1982,GALAPAGOS HOT SPOT SPREADING CENTER SYSTEM  2. 87SR/86SR AND LARGE ION LITHOPHILE ELEMENT VARIATIONS  (85 DEGREE W-101 DEGREE W),J GEOPHYS RES,87,,10838,10856,,,
4,"FISK, M R; BENCE, A E; SCHILLING, J G",1982,MAJOR ELEMENT CHEMISTRY OF GALAPAGOS RIFT ZONE MAGMAS AND THEIR PHENOCRYSTS,EARTH PLANET SCI LETT,61,,171,189,,,
6,"CLAGUE, DAVID A; FREY, F A; THOMPSON, G; RINDGE, S",1981,MINOR AND TRACE ELEMENT GEOCHEMISTRY OF VOLCANIC ROCKS DREDGED FROM THE GALAPAGOS SPREADING CENTER: ROLE OF CRYSTAL FRACTIONATION AND MANTLE HETEROGENEITY,J GEOPHYS RES,86,,9469,9482,,,
11,"SCHILLING, J G; KINGSLEY, R H; DEVINE, J D",1982,GALAPAGOS HOT SPOT SPREADING CENTER SYSTEM 1. SPATIAL PETROLOGICAL AND GEOCHEMICAL VARIATIONS (83 DEGREE W-101 DEGREE W),J GEOPHYS RES,87,,5593,5610,,,
17,"BYERS, CHARLES D; MUENOW, D W; GARCIA, M O",1983,"VOLATILES IN BASALTS AND ANDESITES FROM THE GALAPAGOS SPREADING CENTER, 85 DEGREE  TO 86 DEGREE W",GEOCHIM COSMOCHIM ACTA,47,,1551,1558,,,
78,"COHEN, R S; O'NIONS, R K",1982,"THE LEAD, NEODYMIUM AND STRONTIUM ISOTOPIC STRCTURE OF OCEAN RIDGE BASALTS",J PETROL,23,,299,324,,,
105,"PERFIT, M R; FORNARI, D J",1983,"GEOCHEMICAL STUDIES OF ABYSSAL LAVAS RECOVERED BY DSRV ALVIN FROM EASTERN GALAPAGOS RIFT, INCA TRANSFORM, AND ECUADOR RIFT  2. PHASE CHEMISTRY AND CRYSTALLZATION HISTORY",J GEOPHYS RES,88,,10530,10550,,,
106,"FORNARI, D J; PERFIT, M R; MALAHOFF, A; EMBLEY, R W",1983,"GEOCHEMICAL STUDIES OF ABYSSAL LAVAS RECOVERED BY DSRV ALVIN FROM EASTERN GALAPAGOS RIFT, INCA TRANSFORM, AND ECUADOR RIFT  1. MAJOR ELEMENT VARIATIONS IN NATURAL GLASSES AND SPATIAL DISTRIBUTION OF LAVAS",J GEOPHYS RES,88,,10519,10529,,,
107,"PERFIT, M R; FORNARI, D J; MALAHOFF, A; EMBLEY, R W",1983,"GEOCHEMICAL STUDIES OF ABYSSAL LAVAS RECOVERED BY DSRV ALVIN FROM EASTERN GALAPAGOS RIFT, INCA TRANSFORM, AND ECUADOR RIFT   3. TRACE ELEMENT ABUNDANCES AND PETROGENESIS",J GEOPHYS RES,88,,10551,10572,,,
173,"COHEN, R S; EVENSEN, N M; HAMILTON, P J; O'NIONS, R K",1980,"U-PB, SM-ND AND RB-SR SYSTEMATICS OF MID-OCEAN RIDGE BASALT GLASSES",NATURE,283,,149,153,,,
184,"ITO, E; WHITE, W M; VON DRACH, V; HOFMANN, A W; JAMES, D E",1980,ISOTOPIC STUDIES OF OCEAN RIDGE BASALTS,"CARN INST, DTM, ANNUAL REP DIRECTOR",,,465,471,,,
187,"ITO, E; WHITE, W M; GOEPEL, C",1987,"THE O, SR ND, AND PB ISOTOPE GEOCHEMISTRY OF MID-OCEAN RIDGE BASALTS",CHEM GEOL,62,,157,176,,,
207,"JOCHUM, K P; HOFMANN, A W; ITO, E; SEUFERT, H M; WHITE, W M",1983,"K, U AND TH IN MID-OCEAN RIDGE BASALT GLASSES AND HEAT PRODUCTION, K/U AND K/RB IN THE MANTLE",NATURE,306,,431,436,,,
392,"MICHAEL, P J",1988,"THE CONCENTRATION, BEHAVIOUR AND STORAGE OF H2O IN THE SUBOCEANIC UPPER MANTLE. IMPLICATIONS FOR MANTLE METASOMATISM",GEOCHIM COSMOCHIM ACTA,52,,555,566,,,
409,"MICHAEL, P J",1995,REGIONALLY DISTINCTIVE SOURCES OF DEPLETED MORB: EVIDENCE FROM TRACE ELEMENTS AND H2O,EARTH PLANET SCI LETT,131,,301,320,,
444,"SCHILLING, J G; ANDERSON, ROGER N; VOGT, P R",1976,"RARE EARTH, FE AND TI VARIATIONS ALONG THE GALAPAGOS SPREADING CENTER AND THEIR RELATIONSHIP TO THE GALAPAGOS MANTLE PLUME",NATURE,261,,108,113,,
477,"WHITE, W M",1993,238U/204PB IN MORB AND OPEN SYSTEM EVOLUTION OF THE DEPLETED MANTLE,EARTH PLANET SCI LETT,115,,211,226,,
671,"JOCHUM, K P; HOFMANN, A W; SEUFERT, H M",1993,TIN IN MANTLE-DERIVED ROCKS: CONSTRAINTS ON EARTH EVOLUTION,GEOCHIM COSMOCHIM ACTA,57,,3585,3595,,
760,"RIDLEY, W I; PERFIT, M R; JONASSON, I R; SMITH, M",1994,HYDROTHERMAL ALTERATION IN OCEANIC RIDGE VOLCANIS: A DETAILED STUDY AT THE GALAPAGOS FOSSIL HYDROTHERMAL FIELD,GEOCHIM COSMOCHIM ACTA,58,11,2477,2494,,
768,"VERMA, S P; SCHILLING, J G; WAGGONER, D G",1983,NEODYMIUM ISOTOPIC EVIDENCE FOR GALAPAGOS HOTSPOT-SPREADING CENTER SYSTEM EVOLUTION,NATURE,306,,654,657,,
805,"EMBLEY, R W; JONASSON, I R; PERFIT, M R; FRANKLIN, J M; TIVEY, M A; MALAHOFF, A; SMITH, M F; FRANCIS, T J G",1988,"SUBMERSIBLE INVESTIGATION OF AN EXTINCT HYDROTHERMAL SYSTEM ON THE GALAPAGOS RIDGE: SULFIDE MOUND, STOCKWORK ZONE, AND DIFFERENTIATED LAVAS",CAN MINERAL,26,,517,539,,
806,"PERFIT, M R; RIDLEY, W I; JONASSON, I R",1998,"GEOLOGIC, PETROLOGIC AND GEOCHEMICAL RELATIONSHIPS BETWEEN MAGMATISM AND MASSIVE SULFIDE MINERALIZATION ALONG THE EASTERN GALAPAGOS SPREADING CENTER",REVIEWS ECON GEOL,,,,,VOLCANIC-ASSOCIATED MASSIVE SULFIDE DEPOSITS,"BARRY-T, HANNINGTON-M"
808,"MICHAEL, P J; CORNELL, W C",1998,INFLUENCE OF SPREADING RATE AND MAGMA SUPPLY ON CRYSTALLIZATION AND ASSIMILATION BENEATH MID-OCEAN RIDGES: EVIDENCE FROM CHLORINE AND MAJOR ELEMENT CHEMISTRY OF MID-OCEAN RIDGE BASALTS,J GEOPHYS RES,103,,18325,18356,,
1086,"MELSON, W G; O'HEARN, T",,SMITHSONIAN VOLCANIC GLASS FILE,,,,,,,
